,Course Code,Average Grade
1869,PH 554,7.314285714285714
1870,PH 564,7.733333333333333
1871,PH 570,8.0
1872,PH 574,6.288659793814433
1873,PH 576,8.347826086956522
1874,PH 578,8.112068965517242
1875,PH 601,7.470588235294118
1876,PS 619,8.380952380952381
1877,PS 633,7.969072164948454
1878,PS 634,8.133333333333333
1879,PS 636,8.194029850746269
1880,PS 637,8.633333333333333
1881,PS 640,8.666666666666666
1882,PS 641,8.055555555555555
1883,PS 642,8.608695652173912
1884,PS 644,9.5
1885,PS 701,7.818181818181818
1886,SC 624,8.173913043478262
1887,SC 627,7.722222222222222
1888,SC 641,9.444444444444445
1889,SC 646,8.294117647058822
1890,SC 651,8.851063829787234
1891,SC 654,4.708333333333333
1892,SC 702,8.75
1893,BB 509,7.481481481481482
1894,BB 511,8.244444444444444
1895,BB 515,9.090909090909092
1896,BB 555,8.822222222222223
1897,BB 557,9.34
1898,BB 604,8.8
1899,BB 639,9.58695652173913
1900,BB 645,8.710526315789474
1901,BB 661,8.7
1902,BB 705,8.181818181818182
1903,CE 221,6.089403973509934
1904,CH 109,8.146341463414634
1905,CH 206,9.686046511627907
1906,CH 808,8.642857142857142
1907,CH 847,7.8
1908,CL 101,8.329113924050633
1909,CL 689,6.833333333333333
1910,CM 802,5.733333333333333
1911,CS 103,8.74712643678161
1912,CS 449,9.125
1913,CS 761,7.2
1914,CS 773,8.279069767441861
1915,CS 780,7.925925925925926
1916,EE6103,8.266666666666667
1917,EE 677,8.821917808219178
1918,EE 714,7.428571428571429
1919,EE 749,8.083333333333334
1920,EN 101,7.553191489361702
1921,EN 205,8.776699029126213
1922,GNR409,9.0
1923,GS 813,8.0
1924,HS 102,8.4
1925,HS 307,7.440944881889764
1926,HS4103,7.3478260869565215
1927,HS 441,7.065217391304348
1928,HS 468,7.533333333333333
1929,HS 476,8.0
1930,HS 498,7.9
1931,HS 562,8.666666666666666
1932,HS 639,7.269230769230769
1933,HS 645,6.866666666666666
1934,HS 646,7.294117647058823
1935,HS 648,6.333333333333333
1936,HS 665,7.181818181818182
1937,HS 806,8.9375
1938,HS 814,7.5
1939,HS 816,8.5
1940,HS 858,8.6
1941,DE 127,7.25
1942,DE 401,6.5
1943,IE 618,7.571428571428571
1944,LE 104,7.818181818181818
1945,SI 427,7.0583941605839415
1946,ME 645,8.6
1947,ME 734,9.5
1948,ME 757,9.833333333333334
1949,ME 767,9.0
1950,ME 775,9.5
1951,SOM631,8.244444444444444
1952,SOM742,7.857142857142857
1953,MM 103,7.211267605633803
1954,MM 215,8.0
1955,MM 362,7.564245810055866
1956,MM 755,8.666666666666666
1957,PH 817,9.666666666666666
1958,PH 821,8.4
1959,PS 639,8.545454545454545
1960,SC 621,9.333333333333334
1961,TD 638,8.216216216216216
1962,US 612,9.0
1963,AE6102,7.473684210526316
1964,AE 647,9.125
1965,AE 664,8.6
1966,AE 670,5.25
1967,AE 718,9.25
1968,BB 400,7.421052631578948
1969,CE 216,9.063291139240507
1970,CE 222,6.0
1971,CE 648,7.473684210526316
1972,CE 716,7.585365853658536
1973,CH 215,9.720588235294118
1974,CH 218,8.693181818181818
1975,CL 152,7.365714285714286
1976,CL 308,8.8
1977,CL 656,7.5
1978,CL 713,6.977011494252873
1979,CM 501,10.0
1980,CS6002,8.916666666666666
1981,CS 759,5.666666666666667
1982,CS 775,8.818181818181818
1983,DH 308,7.296875
1984,EE 352,8.103896103896103
1985,EE6604,8.090909090909092
1986,EE 710,7.8
1987,EE 751,7.916666666666667
1988,EN 102,7.085106382978723
1989,ES 684,9.5
1990,GS 816,9.75
1991,HS 111,6.888
1992,HS 312,8.25
1993,HS 314,7.714285714285714
1994,HS4108,7.518518518518518
1995,HS4112,8.1
1996,HS4114,8.318181818181818
1997,HS 417,7.620689655172414
1998,HS 472,7.552083333333333
1999,HS 490,7.241379310344827
2000,HS 556,8.526315789473685
2001,HS 649,8.5
2002,HS 656,9.5
2003,HS 657,9.666666666666666
2004,HS 658,8.833333333333334
2005,HS 813,8.333333333333334
2006,DE 410,8.488888888888889
2007,DE 664,7.916666666666667
2008,DE 670,8.1
2009,IE 686,8.818181818181818
2010,IE 806,8.5
2011,MA 106,6.428467683369644
2012,ME 308,8.213942307692307
2013,ME 340,7.0
2014,ME6112,6.2
2015,ME 679,9.0
2016,ME 756,7.514285714285714
2017,ME 770,8.476190476190476
2018,IWE704,8.435897435897436
2019,IWE707,8.307692307692308
2020,IWE719,8.465116279069768
2021,IWE721,8.372093023255815
2022,IWE722,9.209302325581396
2023,IWE723,8.372093023255815
2024,SOM629,7.682926829268292
2025,SOM658,7.902439024390244
2026,SOM659,8.311111111111112
2027,SOM803,8.333333333333334
2028,SOM804,8.0
2029,MM 104,6.18
2030,MM 325,6.359375
2031,MM6101,8.6
2032,MM 668,7.764705882352941
2033,PH 111,7.597003745318352
2034,PH 112,7.152430044182622
2035,PH 113,8.563636363636364
2036,PH 114,8.363636363636363
2037,SC 644,8.272727272727273
2038,SC 652,8.857142857142858
2039,AE 617,8.0
2040,AE 639,7.846153846153846
2041,BB 413,8.409090909090908
2042,BB 415,7.194444444444445
2043,BB 417,7.2
2044,BB 419,8.15625
2045,BB 423,8.566666666666666
2046,BB 425,8.0625
2047,BB 453,8.28125
2048,BB 455,8.96875
2049,BB 457,7.355555555555555
2050,BB 600,8.117647058823529
2051,BB 649,9.555555555555555
2052,CE 490,7.3
2053,CE 657,8.307692307692308
2054,CH 805,9.242424242424242
2055,CH 807,9.1
2056,CH 821,8.612244897959183
2057,CL 323,7.875
2058,CL 356,6.193548387096774
2059,CL 653,7.0
2060,CL 681,8.0
2061,CS 616,9.5
2062,CS 689,8.083333333333334
2063,CS 711,9.4
2064,CS 713,6.571428571428571
2065,EE 321,4.565217391304348
2066,EE 649,8.857142857142858
2067,EE 687,7.538461538461538
2068,EE 725,8.5
2069,EE 740,9.555555555555555
2070,EE 757,9.666666666666666
2071,EE 765,7.2592592592592595
2072,EE 785,7.2727272727272725
2073,ET 617,9.375
2074,GS 666,10.0
2075,GS 703,9.466666666666667
2076,HS 450,7.0
2077,HS 489,8.11111111111111
2078,HS 601,8.4
2079,HS 603,7.434782608695652
2080,HS 605,8.5
2081,HS 615,8.192307692307692
2082,IE 695,9.666666666666666
2083,IE 718,8.5
2084,IE 803,8.833333333333334
2085,IE 804,9.333333333333334
2086,MA 207,6.758358662613982
2087,MA5105,7.714285714285714
2088,MA 556,9.875
2089,MA 849,9.0
2090,MA 854,10.0
2091,SI 418,9.882352941176471
2092,SI 528,7.878787878787879
2093,ME 618,10.0
2094,ME 664,9.0
2095,ME 699,6.666666666666667
2096,MGT808,6.857142857142857
2097,SOM673,7.857142857142857
2098,SOM676,7.538461538461538
2099,SOM801,8.833333333333334
2100,MM 327,7.558333333333334
2101,MM 678,8.5
2102,MM 720,6.571428571428571
2103,PH 107,7.3274596182085165
2104,PH 555,9.5
2105,SC 601,5.966666666666667
2106,SC 640,8.0
2107,SC 643,8.357142857142858
2108,SC 648,10.0
2109,SC 701,9.0
2110,AE 102,7.3522727272727275
2111,AE 660,6.923076923076923
2112,AE 666,9.375
2113,AE 771,8.444444444444445
2114,BB 404,8.11111111111111
2115,BB 406,8.117647058823529
2116,BB 408,9.54054054054054
2117,BB 410,7.482758620689655
2118,BB 414,9.793103448275861
2119,BB 416,8.78125
2120,BB 456,8.89655172413793
2121,BB 458,9.310344827586206
2122,BB 614,8.777777777777779
2123,BB 626,6.8
2124,BB 634,9.636363636363637
2125,BB 652,10.0
2126,BB 656,8.5
2127,BB 806,8.0
2128,CE 776,8.491525423728813
2129,CH 510,8.76
2130,CH 552,9.662162162162161
2131,CL 465,9.0
2132,CL 620,6.75
2133,CL 651,6.9375
2134,CL 669,7.9
2135,CL 715,4.666666666666667
2136,CL 720,9.666666666666666
2137,CS 408,6.428571428571429
2138,CS 467,6.0
2139,CS 743,6.089743589743589
2140,CS 762,8.891891891891891
2141,CS 764,8.517241379310345
2142,EE 112,7.130434782608695
2143,EE 432,8.0
2144,EE 614,8.380165289256198
2145,EE 625,8.5
2146,EE 750,9.0
2147,EN 648,6.666666666666667
2148,ES 102,7.9772727272727275
2149,ES 656,7.666666666666667
2150,ESS802,9.0
2151,ET 607,8.9375
2152,HS 457,4.0
2153,HS 491,6.24
2154,HS 564,7.0
2155,HS 602,7.0
2156,HS 606,8.470588235294118
2157,HS 815,9.0
2158,HS 846,9.5
2159,DE 402,7.791666666666667
2160,DE 408,6.666666666666667
2161,DE 668,8.89655172413793
2162,IE 617,8.3
2163,IE 683,8.166666666666666
2164,MA 107,6.318181818181818
2165,MA 581,6.916666666666667
2166,MA 850,9.5
2167,ME 220,7.089655172413793
2168,ME 637,7.875
2169,ME 743,5.0
2170,ME 763,5.333333333333333
2171,ME 776,7.5
2172,ME 777,6.0
2173,ME 795,8.333333333333334
2174,ME 899,10.0
2175,SOM630,8.0
2176,SOM708,8.283582089552239
2177,SOM713,7.590909090909091
2178,MM 742,8.277777777777779
2179,PH 108,7.070266272189349
2180,PH 352,8.0
2181,PH 353,10.0
2182,PS 604,6.6
2183,PS 628,9.666666666666666
