Course Code,Average Grade,CBS,nXX,Course Name,Course Type
PH 578,8.112068965517242,4.144563273144772,5,Nanodevices and Applications,Theory
PH 601,7.470588235294118,1.4592123817532656,6,Advanced Quantum Information and Computation,Theory
PS 619,8.380952380952381,4.157340607743298,6,Health Policy: An Introduction,Theory
PS 633,7.969072164948454,3.381424645967561,6,Writing Policy,Theory
PS 634,8.133333333333333,2.0070251450635754,6,Constitutional Law and Public Policy,Theory
PS 636,8.194029850746269,3.1689984307909853,6,"Information Economy, Platforms and Governance",Theory
PS 637,8.633333333333333,5.195689637172865,6,Circular Economy: Policy and Practices,Theory
PS 640,8.666666666666666,1.5184248227652335,6,Gender and Development,Theory
PS 641,8.055555555555555,2.9605288623168846,6,Trustworthy Systems: A Policy Engagement,Theory
PS 642,8.608695652173912,3.045340960034556,6,Policy and Practice of Education,Theory
PS 644,9.5,3.8304543142738554,6,"Advanced Topics in AI, Data, and Policy",Theory
PS 701,7.818181818181818,1.9548774221682284,7,Energy Transition,Theory
SC 624,8.173913043478262,2.905682443406123,6,Differential Geometric Methods in Control,Theory
SC 627,7.722222222222222,3.780044605967648,6,Motion Planning & Coordination of Autonomous Vehicles,Theory
SC 641,9.444444444444445,2.754817817012079,6,Solid State Systems and Control,Theory
SC 646,8.294117647058822,5.286918879132876,6,Distributed Optimization and Machine Learning,Theory
SC 651,8.851063829787234,6.335821274281547,6,Estimation on Lie Groups,Theory
SC 654,4.708333333333333,1.1277439597996377,6,Social learning and herding,Theory
SC 702,8.75,0.9280204699960636,7,Linear Systems Theory for PDEs,Theory
MA 106,6.428467683369644,1.2374988780852656,1,Linear Algebra,Theory
