Course Code,Average Grade,CBS,nXX,Course Name,Course Type
CE 743,5.309352517985611,1.313217578183059,7,Condition Assessment and Rehabilitation of Structures,Theory
CE 749,5.820754716981132,1.8550198997026597,7,Freight transportation Planning and Logistics,Theory
CE 773,7.821428571428571,2.742595272469803,7,Geometric Design and Analysis of High-Speed Roadways,Theory
CE 780,7.732484076433121,3.1638161700834577,7,Behavioural Travel Modelling,Theory
CH 220,6.528735632183908,1.9536245831931636,2,Reactions of Carbonyl Compounds,Theory
CH 224,7.269662921348314,2.805927309472368,2,Co-ordination Chemistry,Theory
CH 408,7.988023952095808,4.721942278538174,4,Molecular Energetics and Dynamics,Theory
CH 438,8.114457831325302,5.352286784929468,4,Chemistry of Main Group Elements,Theory
CH 442,7.04424778761062,3.0702261349389866,4,Molecular Spectroscopy,Theory
CH 504,8.430232558139535,6.376505475244189,5,Computational Chemistry,Theory
CH 560,7.152542372881356,1.6094970405053275,5,Quantum Chemistry,Theory
CH 578,8.333333333333334,5.726373087227327,5,Topics in Inorganic Chemistry II,Theory
CH 592,9.555555555555555,3.1189222072949216,5,Research Project II,Other Project
CH 594,9.417085427135678,8.493051831227868,5,Project Stage II,Other Project
CH 596,9.210526315789474,1.777955972209254,5,M.Sc. Project II,Other Project
CH 824,9.0,3.888987734987433,8,Organotransition Metal and Acceptor Ligand Complex,Theory
CH 864,8.159420289855072,3.219269853232295,8,Biopolymers,Theory
CHS802,9.569230769230767,9.149120158185456,8,Seminar,Seminar
CL 202,6.625850340136054,1.414165172632373,2,Introduction to Data Analysis,Theory
CL 407,6.8661844484629295,1.5436180675017157,4,Process Equipment Design,Theory
CL 433,7.854368932038835,3.233779433997999,4,Chemical Engineering Lab IV,Lab
CL 451,6.369090909090909,1.957305037623024,4,Chemical Process Design,Theory
CL 607,7.706730769230769,3.033538003894118,6,Advanced Thermodynamics,Theory
CLS802,9.25925925925926,7.199775710130633,8,Seminar,Seminar
CL 254,6.503322259136213,2.1629849344033043,2,Process Fluid Mechanics,Theory
CL 306,7.056261343012705,2.352069436120471,3,Chemical Processes,Theory
CL 310,6.633971291866029,2.085682735777473,3,Mass Transfer II,Theory
CL 325,7.344827586206897,1.6131962299820513,3,Chemical Reaction Engineering II,Theory
CL 445,9.272727272727272,8.040154152717639,4,Supervised learning II,Other Project
CL 494,9.75,3.770505159536701,4,B.Tech. Project II,Other Project
CL 603,6.918518518518519,2.4151569826702834,6,Optimization,Theory
CL 604,6.906542056074766,2.4870328830309227,6,Process Plant Simulation,Theory
CL 613,7.553571428571429,2.6169037758013696,6,Special Topics in Complex Fluids,Theory
CL 678,7.694158075601375,4.09452794674488,6,Techno-Commerical Aspects of Fine Chemicals,Theory
CL 686,7.428571428571429,3.6014213154555903,6,Advanced Process Control,Theory
CL 694,8.778688524590164,6.181872134058962,6,Seminar,Seminar
CL 716,5.684210526315789,0.828104730430161,7,Modelling Chemical and Biiological Patterns,Theory
CL 722,7.55,0.781854517323208,7,Introduction to Interfacial Waves,Theory
CM 402,7.611253196930947,3.25575051519642,4,"Earth`s Climate: Past, Present and Future",Theory
CS 310,7.594919786096256,2.570243198953733,3,Automata Theory,Theory
CS 692,9.615384615384617,3.3952591953212505,6,R & D Project II,Other Project
CS 741,7.7043478260869565,2.8794199058626018,7,Advanced Network Security and Cryptography,Theory
CS 777,9.27777777777778,4.727530090273703,7,M.S. R&D 1,Other Project
CS 252,8.18199233716475,4.048258643455597,2,Computer Networks Lab,Lab
CS 302,7.182108626198083,2.9983732157406444,3,Implementation of Programming Languages,Theory
CS 316,8.128834355828221,6.799095776401055,3,Implementation of Programming Languages Lab,Lab
CS 317,7.541538461538462,3.377260544844279,3,Database and Information Systems,Theory
CS 387,8.521604938271604,6.258810729998667,3,Database and Information Systems Lab,Lab
CS 406,7.118110236220472,2.9563326437299664,4,Cryptography and Network Security,Theory
CS 419,7.816625916870415,2.824121809292491,4,Introducing to Machine Learning,Theory
CS 496,9.714285714285714,7.215282069520501,4,BTP II,Other Project
CS 681,7.475,2.871163708565141,6,Performance Analysis of Computer Systems and Network,Theory
CS 684,8.016666666666667,4.623816030976371,6,Embedded Systems,Theory
CS 695,7.508361204013378,2.860690101636287,6,Topics in Virtualization and Cloud Computing,Theory
CS 719,7.2,0.7803781880475422,7,Topics in Mathematical Foundations of Formal Verifications,Theory
CS 726,7.752659574468085,3.429179332356996,7,Advanced Machine Learning,Theory
CS 728,8.347457627118644,4.805611219509904,7,Organization of Web Information,Theory
CS 736,7.882352941176471,3.981412906159477,7,Medical Image Computing,Theory
CS 748,8.52112676056338,4.551537370702173,7,Advances in Intelligent and Learning Agents,Theory
CS 752,7.697885196374623,2.823686621775151,7,System Dynamics: Modeling & Simulation for Development,Theory
CS 753,7.758308157099698,3.297086608427705,7,Automatic Speech Recognition,Theory
CS 763,7.604651162790698,2.865282659739367,7,Computer Vision,Theory
CS 766,7.631578947368421,2.634252039398144,7,Analysis of Concurrent Programs,Theory
CS 769,7.995121951219512,3.6991877618465137,7,Optimization in Machine Learning,Theory
CS 772,7.682142857142857,3.020784603610144,7,Deep Learning for Natural Language Processing,Theory
CS 779,8.08108108108108,4.110832148582327,7,Extremal Combinatorics,Theory
DS 303,7.648221343873518,2.6051523389527333,3,Introduction to Machine Learning,Theory
EE 114,7.440056417489422,2.825467049445137,1,Power Engineering - I,Theory
EE 214,7.952020202020202,3.932760903221439,2,Digital Circuits Lab,Lab
EE 324,9.20249653259362,8.204579599591453,3,Control Systems Lab,Lab
EE 325,6.901185770750988,2.0158825998377603,3,Probability and Random Processes,Theory
EE 340,7.910863509749303,3.573287290176326,3,Communications Lab,Lab
EE 605,7.24031007751938,3.059171129454147,6,Error Correcting Codes,Theory
EE 616,8.239583333333334,4.753809142758617,6,Electronic Systems Design,Theory
EE 678,8.75,3.9734684309855415,6,Wavelets,Theory
EE 692,9.5,3.7091687290269353,6,R & D Project,Other Project
EE 735,7.878787878787879,3.708646608846299,7,Microelectronics Simulations Lab,Lab
EE 799,8.3125,4.58083148607944,7,Advanced Antennas,Theory
EE 238,7.441941074523397,3.309255492571771,2,Power Engineering - II,Theory
EE 240,8.48607594936709,6.362711375955786,2,Power Engineering Lab,Lab
EE 302,7.133608815426998,2.574326595010965,3,Control Systems,Theory
EE 334,7.474683544303797,1.4632451676362173,3,Power Systems,Theory
EE 337,8.113467656415695,3.9767816528797937,3,Microprocessors Laboratory,Lab
EE 344,8.206043956043956,4.941937931050727,3,Electronic Design Lab,Lab
EE 606,6.825396825396825,1.4971026381136758,6,Fibre Optic Communications,Theory
EE 619,8.046099290780141,4.157380326407604,6,Radio Frequency Microelectronics Chip Design,Theory
EE 620,7.727272727272727,3.089784089140513,6,Physics of Transistors,Theory
EE 621,7.154394299287411,2.8749629049483194,6,Markov Chains and Queuing Systems,Theory
EE 622,5.993975903614458,1.6327925870329412,6,Optimal Control Systems,Theory
EE 636,7.341666666666667,2.7595736761905862,6,Matrix Computations,Theory
EE 651,8.289855072463768,4.301652618711249,6,Digital Protection of Power Systems,Theory
EE 654,7.697247706422019,4.210234101603027,6,Power Electronics - II,Theory
EE 672,8.918032786885245,7.56546529557181,6,Microelectronics Lab,Lab
EE 701,8.239583333333334,3.1376407391285333,7,Introduction to MEMS,Theory
EE 705,9.036796536796537,7.892657994043096,7,V L S I Design Lab,Lab
EE 706,7.905913978494624,4.067143283740498,7,Communication Networks,Theory
EE 708,7.265432098765432,2.9612275941557957,7,Information Theory & Coding,Theory
EE 709,7.84257602862254,4.302466255832821,7,Testing and Verification of VLSI Circuits,Theory
EE 719,7.75,3.418771499869814,7,Mixed-Signal VLSI Design,Theory
EE 722,7.21025641025641,2.983037176990805,7,Restructured Power Systems,Theory
EE 727,9.23076923076923,2.209109136203089,7,Physics of Nanoscale Devices - II,Theory
EE 728,8.514084507042254,5.232243932136635,7,Growth and Characterization of Nano-electronic Materials,Theory
EE 736,8.962962962962964,6.391860789860025,7,Introduction to Stochastic Optimization,Theory
EE 739,8.152173913043478,4.793796768163391,7,Processor Design,Theory
EE 764,7.085106382978723,3.462283928682889,7,Wireless & Mobile Communication,Theory
EE 769,7.444981862152358,3.635981465600103,7,Introduction to Machine Learning,Theory
EE 770,7.529661016949152,3.075571093147832,7,Design and Evaluation of Photovoltaic Power Plants,Theory
EE 790,7.7974683544303796,3.551147114462333,7,Solar Photovoltaics: Photons to Farms,Theory
EE 791,7.742857142857143,3.917915568667745,7,Power Electronic Converters for Renewable Energy,Theory
EE 793,8.32420091324201,5.116378395253157,7,Topics in Cryptology,Theory
EE 800,8.602739726027398,4.998935497849207,8,High Speed Interconnects: Signaling and Synchronization,Theory
EN 417,7.853333333333333,2.091054372966372,4,Computer Programming,Theory
EN 692,8.085106382978724,3.999751291282694,6,M.Sc.-Ph.D. Project II,Other Project
EN 204,6.952941176470588,2.764166216060033,2,Material Science for Energy Applications,Theory
EN 212,5.938053097345133,1.5673145302929532,2,Electrical Machines,Theory
EN 214,6.96969696969697,2.1253731026832945,2,Transport Phenomena,Theory
EN 216,8.116279069767442,3.907983176456546,2,Renewable Energy Technologies,Theory
EN 218,7.584615384615384,3.331848619628338,2,"Energy Resources, Economics & Environment",Theory
EN 302,6.208333333333333,1.285136674426133,3,Power Generation and System Planning,Theory
EN 304,4.593548387096774,0.5551943642041307,3,Electrical Energy Systems,Theory
EN 308,8.582089552238806,5.609517294882035,3,Solar Energy Lab,Lab
EN 310,8.525925925925925,6.02626847012898,3,IC Engine and Combustion Lab,Lab
EN 312,6.538461538461538,1.7167675601129428,3,Control & Instrumentation,Theory
EN 314,7.490909090909091,2.571530216094964,3,Electrochemistry,Theory
EN 408,7.361538461538461,3.2691681453815065,4,Energy design project,Other Project
EN 410,7.155555555555556,2.530911091016613,4,Energy Management,Theory
EN 412,6.938461538461539,1.0463411094227664,4,Thermodynamics and Statistical Mechanics,Theory
EN 414,8.333333333333334,3.55286521227649,4,Methods in Analytical Techniques,Theory
EN 418,7.090909090909091,1.3690973466105083,4,Introduction to Transport Phenomena,Theory
EN 422,8.173913043478262,3.402456565868187,4,Seminar,Seminar
EN 604,6.850574712643678,1.2934836377977474,6,Fuel Cells,Theory
EN 607,7.379746835443038,3.632182785787221,6,Energy Management,Theory
EN 610,6.8700787401574805,3.220468754896353,6,Hydrogen Energy,Theory
EN 612,8.652173913043478,6.457573279385008,6,Non-conventional Energy Systems Lab.,Lab
EN 640,7.383928571428571,2.745579020521632,6,"Solar Photovoltaic, Fundamentals, Technologies and Applications",Theory
EN 642,7.059259259259259,2.532301518034374,6,Power Generation and Systems Planning,Theory
EN 657,8.33125,3.9714762125168286,6,"IC Engine, Alternate Fuels and Emissions",Theory
EN 661,7.290322580645161,1.0300660677028133,6,Micro and Nanoscale Energy Transport,Theory
ENT602,8.32934131736527,4.000137414305896,6,Technology Venture Creation,Theory
ENT608,8.961070559610706,5.516477749304475,6,Developing a Proof of Concept- Advanced Type: Lab,Lab
ES 253,8.284552845528456,4.773444007627463,2,Environmental Microbiology Laboratory,Lab
ES 351,9.140939597315436,7.477925682113664,3,Air Pollution Monitoring Laboratory,Lab
ES 494,8.833333333333334,2.05524468216121,4,MSc-PhD Project II,Other Project
ES 651,8.298076923076923,6.670686335603158,6,Environmental Monitoring Laboratory,Lab
ES 204,7.326923076923077,1.662011095326499,2,Environmental Chemistry,Theory
ES 206,7.867469879518072,3.724946280487112,2,Water Resources & Open Channel Flow,Theory
ES 210,7.894117647058824,3.79792946465415,2,Introduction to Solid Mechanics,Theory
ES 212,8.238095238095237,4.4929984312674,2,Environmental Geodesy,Theory
ES 216,8.227272727272727,4.693256253050923,2,GIS Aided Environmental Planning and Management,Theory
ES 252,8.85,6.33092915943801,2,Environmental Chemistry Lab,Lab
ES 306,8.444444444444445,1.0412471465805282,3,Environment Systems Modeling,Theory
ES 308,8.39047619047619,4.974876186152584,3,Solid and Hazardous Waste Laboratory,Lab
ES 312,6.735849056603773,2.645728078630129,3,Seminar,Seminar
ES 600,8.110047846889952,4.231969485742564,6,Environmental Science and Engineering,Theory
ES 616,7.962406015037594,4.842280577313922,6,Energy Conversion and Environment,Theory
ES 624,7.224299065420561,2.638375275068429,6,Hazardous Waste Management,Theory
ES 664,7.568807339449541,3.8902385062183766,6,Environmental Systems Modelling,Theory
ES 666,6.793103448275862,2.3286034670619458,6,Biological Treatment Technologies,Theory
ES 668,8.144329896907216,3.678471079256146,6,Environmental Computation Laboratory,Lab
ES 672,8.367521367521368,4.680199484394046,6,Air Pollution Control Technologies,Theory
ES 674,7.728,3.213660208222323,6,Aerosol Science and Engineering,Theory
ES 680,8.807339449541285,5.848890037865106,6,GIS for Environmental Planning and Management,Theory
ET 604,9.410714285714286,5.656822473260241,6,Research Methods in Educational Technology,Theory
ET 605,9.125,5.107175990853224,6,Adaptive Tutoring Systems,Theory
ET 611,9.3,4.382866180432976,6,Learning Sciences,Theory
ET 614,9.20408163265306,4.882424976365888,6,Instructional Systems Design,Theory
ET 694,9.043478260869565,3.571427486807073,6,Seminar,Seminar
GNR615,9.101694915254235,7.005976208672094,6,GIS Laboratory,Lab
GNR617,8.765217391304347,7.303195643876914,6,Image Interpretation Laboratory,Lab
GNR631,7.728260869565218,2.969295064082239,6,Rural Informatics,Theory
GNR642,8.64,3.653173304630737,6,Scattering Models in Microwave Remote Sensing,Theory
GNR646,9.181818181818182,2.414001592588286,6,Polarization Radar and SAR Polarimetry,Theory
GNR402,6.484276729559748,1.181015586650927,4,Introduction to Geographic Information Systems,Theory
GNR408,9.666666666666666,2.695250075627779,4,Mini Project,Other Project
GNR602,7.128272251308901,3.524408686822514,6,Advanced Methods in Satellite Image Processing,Theory
GNR618,7.458450046685341,5.158058951726481,6,Remote Sensing and GIS Applications to Cryosphere,Theory
GNR628,7.03,2.377853710155672,6,Planetary Spectroscopy and Remote Sensing,Theory
GNR629,8.176470588235293,1.8507354337874304,6,"Advances in Geospatial Standards, Interoperability and Knowledge Discovery",Theory
GNR630,7.251231527093596,2.510201474868845,6,Introduction to Geospatial Technologies,Theory
GNR633,8.350515463917526,4.9200175359455285,6,Remote Sensing and GIS Applications to Mineral and Hydrocarbon Exploration,Theory
GNR640,7.854166666666667,1.6163192440367795,6,Geospatial Statistics,Theory
GNR644,7.366666666666666,1.0195745602719757,6,Remote Sensing of Surface Water Resources,Theory
GNR647,8.5,2.1804310944135565,6,Microwave Remote Sensing,Theory
GNR651,8.494949494949495,5.00307817285894,6,Digital Photogrammetry and Cartography,Theory
GNR652,9.0875,7.300130311161561,6,Machine Learning for Remote Sensing-I,Theory
GNR694,8.973214285714286,6.538456618656556,6,Seminar,Seminar
GNR697,9.75,5.592409094645835,6,R & D Project,Other Project
GP 415,9.225352112676056,6.4614752025252,4,Mineralogy & Petrology Lab,Lab
GP 402,8.458333333333334,4.59364009663562,4,Gravity and Magnetic Methods,Theory
GP 408,8.915492957746478,5.704648816356501,4,Gravity and Magnetic Lab,Lab
GP 414,9.084507042253522,6.093591484966843,4,Electrical Methods,Theory
GP 416,8.96,5.4352332411144895,4,Structural Geology & Stratigraphy,Theory
GP 418,7.957746478873239,2.242745607564966,4,Exploration Seismology I,Theory
GP 420,9.014084507042254,5.332583096541403,4,Structural Geology & Stratigraphy Lab,Lab
GP 502,7.209580838323354,2.613626917407132,5,Well Logging,Theory
GP 506,8.028169014084508,2.8277061098358343,5,Geophysical Inverse Theory,Theory
GP 516,8.731481481481481,6.336168741048882,5,Petroleum Geology and Petrophysics,Theory
GP 518,7.529411764705882,2.5373671885886577,5,"Process Geomorphology, Remote Sensing and GIS",Theory
GP 520,8.602941176470589,4.614419399027201,5,Project Work,Other Project
GS 413,9.03448275862069,6.385681136296872,4,Structural Geology Lab,Lab
GS 433,9.50344827586207,8.150710620896824,4,Palaeontology Lab,Lab
GS 519,9.29496402877698,8.607388174269797,5,Ore Petrography Lab,Lab
GS 541,9.116788321167885,7.236408148687786,5,Analytical Geochemistry Lab,Lab
GS 318,8.300380228136882,4.325623978687259,3,Applied Geology for Civil Engineers,Theory
GS 416,8.753424657534246,5.771529650021963,4,Petrology Lab,Lab
GS 422,8.523489932885907,5.024722778836037,4,"Geomorphology, Remote Sensing & GIS",Theory
GS 430,9.027027027027026,6.824542899322813,4,Metamorphic Petrology,Theory
GS 434,7.319727891156463,1.442099798967583,4,Igneous Petrology and Volcanology,Theory
GS 436,8.312925170068027,4.573866863888225,4,Sedimentlogy,Theory
GS 438,8.216216216216216,4.814417135846836,4,Economic and Mining Geology,Theory
GS 440,9.691780821917808,8.966973677453423,4,"Geomorphology, Remote Sensing and GIS lab",Lab
GS 530,8.166666666666666,2.486252098450154,5,Micropalaeontology,Theory
GS 534,8.666666666666666,5.18311776968771,5,Tectonics and Crustal Evolution,Theory
GS 536,8.428571428571429,4.975449421699999,5,Nuclear Geology and Geochemical Prospecting,Theory
GS 538,8.687943262411348,6.085629233552227,5,Petroleum and Coal Geology,Theory
GS 540,9.37121212121212,7.518869119573995,5,Climate Geology,Theory
GS 552,8.231884057971014,4.772054441779555,5,Geological Project,Other Project
GS 662,7.102803738317757,2.2996820407819483,6,Petroliferous basins of India,Theory
GS 672,6.608,1.687221038577319,6,Reservoir Sedimentology,Theory
GS 676,6.134615384615385,1.1472787534452102,6,Well Logging,Theory
GS 687,8.066666666666666,2.763128008724098,6,Methods in Structural Geology,Lab
GS 706,7.897058823529412,4.350618801234405,7,Petrophysics,Theory
GSS802,8.8,4.541997718010656,8,Seminar,Seminar
EC 210,7.86231884057971,3.2684480084862755,2,Intermediate Microeconomics II,Theory
EC 212,6.842465753424658,2.6119465412330745,2,Intermediate Macroeconomics II,Theory
EC 214,7.027972027972028,2.6612223960088697,2,Statistics II,Theory
HS 216,8.037383177570094,4.266265897864331,2,Money and Banking,Theory
EC 302,8.0625,3.889673019395968,3,International Economics II,Theory
EC 304,7.467213114754099,2.492042419957906,3,Development Economics II,Theory
HS 401,7.704545454545454,1.3260958160631142,4,Introduction to Paninian Grammar,Theory
EC 405,7.46969696969697,3.119507419494453,4,Econometrics II,Theory
EC 407,7.5,3.3000460217063896,4,Econometrics II Lab,Lab
EC 411,7.604477611940299,3.8829678118402806,4,Indian Economy,Theory
EC 440,7.594059405940594,2.706918673337644,4,Industrial Economics,Theory
HS 448,6.761061946902655,1.5123442480966027,4,Professional Ethics,Theory
HS 451,7.58955223880597,2.4364913520075984,4,Cognition and Emotion,Theory
HS 497,8.012195121951219,4.124297309598159,4,BS Project Stage II,Other Project
HS 502,8.894736842105264,3.242788191589596,5,Madhyamika Philosophy in the Buddhist Tradition,Theory
HS 504,8.3,1.941364470556956,5,Western Philosophy in the Time of Crisis,Theory
HS 506,8.513513513513514,2.114023993150474,5,Writing and Research in Philosophy,Theory
HS 618,6.161490683229814,2.3853242896314764,6,Introduction to Indian Astronomy,Theory
HS 624,7.714285714285714,3.3372326084324806,6,Contemporary Issues in Philosophy of Mind,Theory
HS 629,8.019607843137255,4.455052263891036,6,Ecology and Society,Theory
HS 634,7.211538461538462,2.442913313310357,6,Theories of Verbal Congnition (Shaabdabodha),Theory
HS 809,9.105263157894736,2.54463468468282,8,Practice and Theory of Literary Research,Theory
HS 821,7.333333333333333,1.4232890805331952,8,Applied Econometrics,Theory
HS 840,9.8,2.6622467493470268,8,Paninian Grammar,Theory
HS 845,7.684210526315789,1.2872454457885365,8,Indian Logic,Theory
HSS802,8.903225806451612,5.390609908799637,8,Seminar,Seminar
DE 666,9.12,3.2348311414806514,6,Craft Creativity and Post Modernism,Theory
DE 687,8.521052631578947,5.506325126015661,6,Design Exploration Seminar I,Seminar
DE 717,7.851851851851852,3.674143473829928,7,Service Design,Theory
DE 802,8.304347826086957,1.6355096700262948,8,Mini Project-II,Other Project
DE 804,7.472727272727273,2.1946942133968115,8,Qualitative Design Research Methods,Theory
DE 102,8.86013986013986,7.699546591097018,1,Art and Design Fundamentals 3D,Lab
DE 104,8.899082568807339,7.171174997360288,1,Image Representation and Transformations II,Lab
DE 106,8.70138888888889,6.3440986279862335,1,Typography Fundamentals and Exploratory Printing,Theory
DE 107,7.0588235294117645,0.7902709140074826,1,A Study of the Power of Words,Lab
DE 108,7.5,2.15220416522919,1,"Exploration in Drawing, Tonalities",Theory
DE 122,8.254545454545454,1.6618563800391846,1,Design Studio II - Problem Analysis,Theory
DE 132,8.072072072072071,5.110563256337706,1,World of Images and Objects,Theory
DE 134,7.364864864864865,2.7979795054570147,1,Knowledge Organisation and Communication,Theory
DE 202,7.948275862068965,3.1854122878025994,2,2D Visual Studies II,Lab
DE 204,7.17741935483871,2.9331778690474346,2,3D Form Studies II,Lab
DE 206,7.858156028368795,3.7369537509073263,2,"Communication Theories, Visual Perception and Semiotics",Theory
DE 208,8.59349593495935,4.809377537979294,2,"Design, Storytelling and Narratives",Theory
DE 210,7.390909090909091,2.562165048227989,2,Understanding Human Anatomy,Theory
DE 222,8.16551724137931,5.677464438384961,2,Design Studio IV - Prototyping,Theory
DE 232,7.547619047619047,2.9607288955580766,2,"Design, Media and Technology",Theory
DE 304,8.104477611940299,3.3293772584413697,3,Communication Design,Lab
DE 306,9.238095238095235,2.8912202417038664,3,Film-Video Design,Lab
DE 308,8.166666666666666,2.944038764697914,3,Product Design II,Lab
DE 313,8.38888888888889,2.4640179967488853,3,3D Modeling and Prototyping,Lab
DE 322,8.224489795918368,2.530410835791199,3,Materials and Processes,Theory
DE 332,8.601503759398497,4.893614953993255,3,"Design Management, Planning and Professional Practice",Theory
DE 602,9.278688524590164,6.144696492114066,6,Product Interface Design,Theory
DE 604,8.836065573770492,4.563924536345803,6,Introduction to Product Ergonomics,Theory
DE 606,9.311475409836063,6.069336333217068,6,Studies in Form II,Theory
DE 608,9.11320754716981,4.8664602246479856,6,Product Design -2,Theory
DE 612,8.264492753623188,5.069603933086259,6,Design Issues,Theory
DE 614,8.733576642335766,6.774501570329432,6,Design Workshop,Lab
DE 616,8.153846153846153,2.562933470492372,6,Introduction to User Studies,Lab
DE 618,9.01086956521739,5.865201709214501,6,Semantics and Communication Theory,Theory
DE 620,8.8,5.16981715876295,6,Introdction to 3D Form,Lab
DE 622,8.680851063829786,5.391044731239833,6,Introduction to Animation,Lab
DE 624,8.806451612903226,5.152737211994207,6,Introduction to Film Making,Lab
DE 628,8.887096774193548,5.012524241267875,6,Interaction Design,Theory
DE 630,8.672131147540984,5.063780432786702,6,Trends in Interactive Technologies,Theory
DE 634,8.72340425531915,3.2630926733766583,6,Digital Animation 2,Theory
DE 636,8.617021276595745,2.825181837152349,6,Animation Theory-2,Theory
DE 638,8.680851063829786,2.779079087816449,6,Animation Principles-2,Theory
DE 640,8.574468085106384,2.4370950563539586,6,Animation Design-2,Theory
DE 642,8.958333333333334,3.542112276656183,6,Sketching and Anatomy-2,Theory
DE 644,8.80952380952381,3.466367393063272,6,Exposure to Grid System in Visual Design,Lab
DE 646,7.902439024390244,2.1846246837568004,6,CAID Modeling for Automotive Design,Lab
DE 648,8.738095238095237,3.07795018793955,6,Historyof Transportation and Automobile Design,Theory
DE 650,8.857142857142858,3.910980755925832,6,Studies in 3D Form,Lab
DE 652,8.186046511627907,2.102235692056154,6,Mobility Design-2,Theory
DE 654,8.98360655737705,6.296977386983897,6,Sketching-2,Lab
DE 656,8.166666666666666,1.935383469492556,6,Model Making-2,Lab
DE 660,8.712328767123287,3.8981635156795353,6,Graphic Narratives,Theory
DE 676,8.487804878048781,2.9557086914784434,6,Rendering for Mobility Design,Theory
DE 680,8.82258064516129,4.550880696878549,6,Product Detailing,Theory
DE 683,9.48148148148148,4.174784009945824,6,Sustainable Design,Theory
DEP302,8.489051094890511,6.273069873511901,3,System Design Project,Other Project
DEP406,7.305555555555555,2.1749206706500464,4,BDes Design Project - 2,Other Project
DEP502,8.0625,1.8719482621158472,5,Design Research Seminar II,Seminar
DEP504,8.4,1.7969640903361983,5,Design Research Project-Part II,Other Project
DEP602,8.671875,5.785333295202674,6,Communication Design Project,Other Project
DEP706,8.220779220779221,2.648352686508404,7,Design Research Seminar,Seminar
IE 714,7.957446808510638,4.117998079310141,7,Quantitative Models for Supply Chain Management,Theory
IES601,8.307692307692308,1.6035374722412918,6,Seminar,Seminar
IE 614,6.895348837209302,2.5017834662372915,6,Linear Systems,Theory
IE 616,6.894021739130435,1.7353404331340911,6,Decision Analysis and Game Theory,Theory
IE 622,6.991228070175438,1.7624421504223269,6,Probability and Stochastic Processes II,Theory
IE 630,7.625418060200669,4.205881705912064,6,Simulation Modeling and Analysis,Theory
IE 684,8.571428571428571,6.829654678460041,6,IEOR Lab,Lab
IE 694,7.927083333333333,3.61982688661172,6,Seminar,Seminar
IE 716,7.654545454545454,3.032896753089309,7,Integer Programming: Theory and Computations,Theory
MA 214,6.909571344685848,2.862042393362303,2,Introduction to Numerical Analysis,Theory
MA 406,7.0256410256410255,2.991525779550659,4,General Topology,Theory
MA 408,7.005235602094241,2.5205660000007133,4,Measure Theory,Theory
MA 410,7.697916666666667,2.8270987630681392,4,Multivariable Calculus,Theory
MA 412,6.03862660944206,2.208384242653772,4,Complex Analysis,Theory
MA 414,5.468085106382978,1.2446078934414753,4,Algebra I,Theory
MA5106,7.0181818181818185,1.2638591744702927,5,Introduction to Fourier Analysis,Theory
MA5108,8.5,1.5133292161569292,5,Lie Groups & Lie Algebras,Theory
MA5112,8.264150943396226,4.218246120757199,5,Introduction to Mathematical Methods,Theory
MA 524,7.933333333333334,1.1547639111449222,5,Algebraic Number Theory,Theory
MA 526,7.35,1.942061141012569,5,Commutative Algebra,Theory
MA 534,7.355555555555555,1.6779020514565686,5,Modern Theory of PDE,Theory
MA 540,7.859154929577465,2.755944251618024,5,Numerical Methods for Partial Differential Equations,Theory
MA 812,8.62962962962963,1.5409948936557851,8,Algebra II,Theory
MA 814,7.725490196078431,2.669166980157537,8,Complex Analysis,Theory
MA 816,8.592592592592593,1.8377051466196088,8,Algebraic Topology,Theory
MA 820,8.071428571428571,1.800690574665582,8,Stochastic Processes,Theory
MA 823,7.352941176470588,1.319725414943547,8,Probability,Theory
MA 824,8.710526315789474,2.4503102602293367,8,Functional Analysis,Theory
MA 862,8.75,2.926127433380526,8,Combinatorics II,Theory
MA 867,9.076923076923077,1.8463142453686043,8,Statistical Modelling- I,Theory
SI 404,7.28921568627451,2.7683575969830736,4,Applied Stochastic Processes,Theory
SI 416,7.481927710843373,3.0935746464350435,4,Optimization,Theory
SI 422,7.06043956043956,2.194310692487575,4,Regression Analysis,Theory
SI 509,6.894366197183099,1.9370960164470072,5,Time Series Analysis,Theory
SI 514,9.131313131313131,7.0515218542477225,5,Statistical Modeling,Theory
SI 526,8.518248175182482,5.333884372788675,5,Experimental Designs,Theory
SI 527,6.948453608247423,2.6960914508376748,5,Introduction to Derivative Pricing,Theory
SI 534,8.13138686131387,3.618503828639114,5,Nonparametric Statistics,Theory
SI 536,6.132075471698113,0.7468129786762194,5,Analysis of Multi-Type and Big Data,Theory
ME 307,8.56125,5.633828265931724,3,Mechanical Measurements Lab,Lab
ME 374,8.874371859296483,6.551939626273596,3,Manufacturing Processes Lab,Lab
ME 460,7.3428571428571425,2.4880098195879894,4,Solid State Joining,Theory
ME 613,7.23,2.5631542616117167,6,Finite Element and Boundary Element Methods,Theory
ME 202,7.19496855345912,2.7468633698411278,2,Strength of Materials,Theory
ME 206,7.697388632872504,3.9029101625090186,2,Manufacturing Processes I,Theory
ME 213,9.190588235294118,8.158967025927366,2,Manufacturing Practice Lab,Lab
ME 218,8.820422535211268,6.511923125061222,2,Solid Mechanics Lab,Lab
ME 224,8.805813953488371,6.8525894190503776,2,Fluid Mechanics Lab,Lab
ME 372,9.254364089775562,8.911137383706352,3,Heat Transfer and Metrology Lab,Lab
ME 412,8.106666666666667,3.764946260059893,4,CFD and HT Lab,Lab
