,Course Code,F-avg,nXX
1655,CL 260,1.50832760543935,2
1656,CL 302,2.5524563883883875,3
1657,CL 335,2.560758592956743,3
1658,CL 429,0.5604256362900578,4
1659,CL 452,2.927430511139715,4
1660,CL 610,7.4571551953716195,6
1661,CL 657,4.043541563197977,6
1662,CL 677,1.3808667284779097,6
1663,CL 717,0.690216543920283,7
1664,CL 726,3.50307983939226,7
1665,CM 503,0.8776867580133302,5
1666,CM 504,1.7929725251433157,5
1667,CM 611,0.5415955608858523,6
1668,CM 801,4.671045395334397,8
1669,CS 104,1.4619385584407747,1
1670,CS 208,1.0575916224808477,2
1671,CS 217,2.088082900396017,2
1672,CS 219,2.5833333311853712,2
1673,CS 236,4.263157890241325,2
1674,CS 240,2.256544500991685,2
1675,CS6004,2.114249312097579,6
1676,CS 603,4.30002588056425,6
1677,CS 608,0.38297139523082474,6
1678,CS 613,3.853484706942436,6
1679,CS 735,3.4707437393398535,7
1680,CS 738,0.13852605670894266,7
1681,CS 745,5.317240836709963,7
1682,CS 754,4.452772434810414,7
1683,CS 757,5.441925501535478,7
1684,CS 778,7.009869347240414,7
1685,CS 784,3.221747159317478,7
1686,CS 786,5.464873902153164,7
1687,DH 304,2.07977005561233,3
1688,DH 602,3.544475054221517,6
1689,DH 804,2.3320660191260534,8
1690,DH 805,2.669946009786817,8
1691,EC 631,3.358791462898155,6
1692,EC 633,2.0338132645017475,6
1693,EE 230,3.978960797898026,2
1694,EE 350,4.666120019565469,3
1695,EE 462,3.6584575630279406,4
1696,EE 465,2.592927457673579,4
1697,EE6104,3.4753221560808107,6
1698,EE6106,3.323335138293626,6
1699,EE 615,3.804373427351902,6
1700,EE 656,2.5048684728466797,6
1701,EE 686,1.6997419945309138,6
1702,EE 712,3.958998819315719,7
1703,EE 724,2.63693277301188,7
1704,EE 734,5.091318948909011,7
1705,EE 747,1.1709897765863804,7
1706,EE 755,2.144844488419737,7
1707,EE 761,6.752886234701227,7
1708,EE 767,2.170475637635347,7
1709,EE 774,3.89962686948483,7
1710,EE 779,1.5795289639945596,7
1711,EE 801,2.159368566283585,8
1712,EN 220,2.8965077389701115,2
1713,EN 222,3.0520518355557553,2
1714,EN 224,4.184030914505315,2
1715,EN 226,3.571690037284531,2
1716,EN 615,2.3015936700076245,6
1717,EN 630,3.0764794056587093,6
1718,EN 645,0.4694589826778762,6
1719,EN 659,1.5554187446479315,6
1720,ENT605,7.490094910099474,6
1721,ENT610,3.0639055964488136,6
1722,ENT612,6.038823168950197,6
1723,ENT613,2.1411189471626146,6
1724,ES 458,0.4928074372503251,4
1725,ES 642,3.208563050239878,6
1726,ES 654,4.007019025428988,6
1727,ES 658,2.5181868710227397,6
1728,ES 676,4.063798683449014,6
1729,ET 623,8.320232110785799,6
1730,ETS801,3.544589350815169,8
1731,GNR410,0.7508010533777979,4
1732,GNR649,6.514884604585329,6
1733,GP 422,6.466500295989696,4
1734,GS 450,8.14050588010535,4
1735,GS 542,4.127657994590027,5
1736,GS 545,1.814887797065558,5
1737,GS 682,2.8800426235234005,6
1738,GS 707,5.2170939149237245,7
1739,GS 710,6.407467606260736,7
1740,GS 814,2.252403160133394,8
1741,HS 110,2.121361361345269,1
1742,HS 112,3.5149569052194147,1
1743,HS4110,0.5004882641678997,4
1744,HS 431,2.9508537119779223,4
1745,HS 465,3.662708773733457,4
1746,HS 551,2.347165049064537,5
1747,HS 554,1.5663609975105475,5
1748,HS 598,3.3395373658353074,5
1749,HS 621,4.350226317802527,6
1750,HS 643,3.4163724795843144,6
1751,HS 654,2.5315943535953194,6
1752,HS 660,0.0,6
1753,HS 661,3.9579296647217603,6
1754,HS 662,3.0609276152214395,6
1755,HS 666,1.5655323692043566,6
1756,HS 710,1.8361556283218636,7
1757,HS 805,2.28081703320649,8
1758,HS 818,2.9806176476856643,8
1759,HS 828,2.4224009350423263,8
1760,HS 852,3.106533401085393,8
1761,HS 856,3.3936079919109092,8
1762,HS 864,0.6377362148893556,8
1763,DE 110,4.043133592522764,1
1764,DE 112,8.276559484980536,1
1765,DE 114,5.176854355055447,1
1766,DE 116,3.0976205272446102,1
1767,DE 129,1.6657073154167645,1
1768,DE 136,4.945572782944617,1
1769,DE 212,0.9495920495463095,2
1770,DE 214,0.0,2
1771,DE 216,2.8191296131418175,2
1772,DE 250,8.378316906747536,2
1773,DE 312,1.5860811748956392,3
1774,DE 314,2.1307243998747882,3
1775,DE 318,4.486926558815997,3
1776,DE 321,0.762126394154442,3
1777,DE 323,2.021700153678405,3
1778,DE 324,3.008699991964526,3
1779,DE 632,3.1821296207139684,6
1780,DE 686,0.6408165428742257,6
1781,DE 712,4.8350275523848945,7
1782,DE 725,4.393723011900122,7
1783,DEP408,4.6266531236429564,4
1784,DEP410,5.014313443835051,4
1785,IE 504,2.5727815801639644,5
1786,IE 506,1.17770639542469,5
1787,IE 607,2.7674884204013357,6
1788,IE 612,3.6430664008333276,6
1789,IE 620,0.6099985701745642,6
1790,IE 709,2.638606768397295,7
1791,IE 710,3.867220018377178,7
1792,IES802,0.30176533303107933,8
1793,MA 110,1.6664116296863045,1
1794,MA 504,0.5544733840586769,5
1795,MA 510,0.8515013930070994,5
1796,MA5104,0.7636605615036283,5
1797,MA5110,1.3782148665334981,5
1798,MA5116,3.8103945314162635,5
1799,MA 562,1.7558595980684664,5
1800,MA 818,4.208967726452043,8
1801,MA 842,4.190597841964052,8
1802,MA 846,0.0,8
1803,MA 852,0.8437506045560316,8
1804,SI 426,3.3732300650789053,4
1805,SI 539,2.5026701779259932,5
1806,SI 541,2.661773491815557,5
1807,SI 546,0.0,5
1808,ME 104,4.22508417392478,1
1809,ME 226,1.4060325156561237,2
1810,ME 228,3.0792951541464046,2
1811,ME 230,2.837837837783444,2
1812,ME 306,3.1898153758299563,3
1813,ME 310,6.072230174885308,3
1814,ME 312,4.008968609811863,3
1815,ME 316,2.4434373823146007,3
1816,ME 370,7.175888814341277,3
1817,ME 420,0.5138912648303329,4
1818,ME6103,1.767852733149915,6
1819,ME6106,2.0658189478356492,6
1820,ME6114,4.329447946865204,6
1821,ME6118,0.9000823378923104,6
1822,ME 639,3.398031122980454,6
1823,ME 678,2.9201232240399047,6
1824,ME 730,0.8375279684541824,7
1825,ME 762,4.447599262275414,7
1826,ME 768,3.280935103102878,7
1827,ME 779,1.7308563561963108,7
1828,ME 790,1.9548386525141783,7
1829,ME 800,3.1691393906618783,8
1830,ME 802,3.280351884507914,8
1831,IWE710,1.9452652837104023,7
1832,IWE712,1.892968166483779,7
1833,IWE715,1.8767106837654564,7
1834,IWE720,2.260391031088989,7
1835,SOM649,3.528782135821587,6
1836,SOM660,1.0483972394705114,6
1837,SOM686,1.6844899134221598,6
1838,SOM707,2.704842361577259,7
1839,SOM717,2.3763718000234157,7
1840,SOM720,1.9098327370482566,7
1841,SOM722,4.337252733201388,7
1842,SOM723,3.5519490286209763,7
1843,SOM724,1.217310171178803,7
1844,SOM725,5.537566823793426,7
1845,MM 105,1.411764065050368,1
1846,MM 210,2.84999125717682,2
1847,MM 218,3.9913584661725396,2
1848,MM 222,3.534466527257919,2
1849,MM 224,7.034769272563253,2
1850,MM 226,8.637409461207298,2
1851,MM 312,2.9751179481803254,3
1852,MM 318,2.871941595005861,3
1853,MM 426,6.10340961693496,4
1854,MM 448,5.103639304663229,4
1855,MM 462,2.9327557684852783,4
1856,MM6004,3.8322429333725494,6
1857,MM 642,5.385693716505671,6
1858,MM 658,2.0236097310415304,6
1859,MM 685,2.419680149578061,6
1860,MM 750,4.623720047151218,7
1861,MM 754,1.6490000591531033,7
1862,MM 756,3.027931065641139,7
1863,MM 801,3.8103945314162635,8
1864,PH 110,3.406576980568012,1
1865,PH 216,1.8657875148444316,2
1866,PH 222,6.378038389459348,2
1867,PH 307,2.7966485032437394,3
1868,PH 309,1.7442290325178231,3
1869,PH 554,1.472131492474454,5
1870,PH 564,1.9140737177156104,5
1871,PH 570,0.5842713953454609,5
1872,PH 574,1.5651180181927156,5
1873,PH 576,1.932945280498898,5
1874,PH 578,4.1445632731447715,5
1875,PH 601,1.4592123817532656,6
1876,PS 619,4.157340607743298,6
1877,PS 633,3.381424645967561,6
1878,PS 634,2.0070251450635754,6
1879,PS 636,3.1689984307909853,6
1880,PS 637,5.195689637172865,6
1881,PS 640,1.5184248227652337,6
1882,PS 641,2.9605288623168846,6
1883,PS 642,3.045340960034556,6
1884,PS 644,3.8304543142738545,6
1885,PS 701,1.9548774221682284,7
1886,SC 624,2.905682443406123,6
1887,SC 627,3.7800446059676482,6
1888,SC 641,2.754817817012079,6
1889,SC 646,5.286918879132876,6
1890,SC 651,6.335821274281547,6
1891,SC 654,1.1277439597996375,6
1892,SC 702,0.9280204699960637,7
2011,MA 106,1.2374988780852656,1
